city,lat,lng,STATE,population,id
Concord,38.5117,-90.3574,MO,17650,1840006126
Lemay,38.5325,-90.2845,MO,16909,1840006119
Sikeston,36.8875,-89.587,MO,16371,1840009921
Fort Leonard Wood,37.7562,-92.1274,MO,16307,1840073756
Republic,37.1453,-93.4446,MO,16294,1840009906
Kirksville,40.1986,-92.5753,MO,15942,1840008372
Lake St. Louis,38.7848,-90.7873,MO,15936,1840008572
Overland,38.6967,-90.3689,MO,15708,1840009744
Carthage,37.1503,-94.3225,MO,15465,1840007629
Troy,38.9708,-90.9714,MO,15081,1840010689
Jackson,37.3794,-89.6525,MO,14932,1840008735
Jennings,38.723,-90.2643,MO,14674,1840008596
Washington,38.5514,-91.0151,MO,14300,1840010770
Lebanon,37.6718,-92.6603,MO,14179,1840008711
Grain Valley,39.0166,-94.2086,MO,13996,1840008531
Moberly,39.419,-92.4365,MO,13742,1840008463
Dardenne Prairie,38.7558,-90.7313,MO,13310,1840007428
Maryville,40.3428,-94.8708,MO,12983,1840008349
St. Ann,38.7266,-90.3872,MO,12737,1840009771
Marshall,39.1145,-93.201,MO,12318,1840008509
Fulton,38.8551,-91.951,MO,12248,1840008560
Neosho,36.844,-94.3755,MO,12153,1840008793
Festus,38.2198,-90.4095,MO,12034,1840008652
Crestwood,38.5569,-90.3782,MO,11870,1840007442
Eureka,38.5014,-90.6491,MO,11685,1840008582
Bridgeton,38.7672,-90.4277,MO,11648,1840006129
West Plains,36.7378,-91.868,MO,11488,1840010887
Excelsior Springs,39.339,-94.24,MO,11412,1840008495
Webb City,37.1412,-94.4676,MO,11334,1840010878
Mexico,39.1626,-91.8712,MO,11320,1840008515
Town and Country,38.6317,-90.4789,MO,11115,1840010738
Kennett,36.2403,-90.0481,MO,10693,1840008809
Pacific,38.4805,-90.7541,MO,10634,1840009644
Bellefontaine Neighbors,38.7529,-90.2279,MO,10628,1840007449
Bolivar,37.6057,-93.4175,MO,10218,1840007578
Smithville,39.392,-94.5751,MO,9798,1840009605
Chillicothe,39.7953,-93.5498,MO,9787,1840007302
Union,38.4401,-90.9928,MO,9777,1840010769
Ellisville,38.5895,-90.5884,MO,9770,1840008581
Cameron,39.7469,-94.2364,MO,9612,1840007321
Warrenton,38.8188,-91.1367,MO,9487,1840010714
Platte City,39.358,-94.7663,MO,9441,1840009591
Harrisonville,38.653,-94.3467,MO,9435,1840007464
Boonville,38.9588,-92.7471,MO,9344,1840007420
Sullivan,38.2127,-91.1637,MO,9198,1840009643
Dexter,36.7928,-89.9634,MO,9029,1840007643
Berkeley,38.7438,-90.3361,MO,8920,1840007450
Kearney,39.355,-94.3594,MO,8834,1840008501
Perryville,37.7263,-89.8759,MO,8660,1840009871
Clinton,38.3716,-93.7679,MO,8646,1840007492
Ladue,38.6378,-90.3815,MO,8612,1840008599
Nevada,37.8445,-94.3492,MO,8581,1840008690
Des Peres,38.5973,-90.4482,MO,8573,1840007456
Monett,36.9221,-93.9259,MO,8562,1840008797
Sunset Hills,38.531,-90.4088,MO,8492,1840009742
Pleasant Hill,38.8061,-94.2654,MO,8477,1840009786
Richmond Heights,38.6309,-90.3332,MO,8369,1840009769
Murphy,38.4922,-90.4856,MO,8343,1840006236
Aurora,36.9674,-93.7183,MO,8335,1840007636
Oak Grove,39.0073,-94.1278,MO,8112,1840008533
Brentwood,38.6194,-90.3476,MO,7998,1840006128
Carl Junction,37.1669,-94.5468,MO,7864,1840007627
Olivette,38.6725,-90.3784,MO,7832,1840009743
Sappington,38.526,-90.373,MO,7519,1840006122
Marshfield,37.3414,-92.9116,MO,7418,1840008742
Forsyth,36.686,-93.1016,MO,7354,1840008806
Bonne Terre,37.9209,-90.5425,MO,7256,1840007551
De Soto,38.141,-90.5609,MO,7182,1840007509
Black Jack,38.7993,-90.264,MO,6927,1840007452
Valley Park,38.5513,-90.4924,MO,6902,1840010740
St. John,38.7148,-90.3461,MO,6365,1840073797
Barnhart,38.336,-90.4046,MO,6233,1840006237
Battlefield,37.1193,-93.3683,MO,6138,1840007616
Shrewsbury,38.5866,-90.3282,MO,6123,1840009741
St. Clair,38.3479,-90.9934,MO,5945,1840009645
Glendale,38.5935,-90.3826,MO,5886,1840008588
Pevely,38.2871,-90.3995,MO,5837,1840009810
St. Robert,37.8234,-92.1514,MO,5773,1840009866
Greenwood,38.8508,-94.3378,MO,5742,1840007397
Willard,37.2931,-93.4171,MO,5675,1840010870
Charleston,36.918,-89.3343,MO,5584,1840007648
Weldon Spring,38.7117,-90.6517,MO,5578,1840010716
Bowling Green,39.3447,-91.2031,MO,5568,1840007344
Trenton,40.0819,-93.603,MO,5431,1840010490
Caruthersville,36.1814,-89.6664,MO,5349,1840007669
Savannah,39.939,-94.8279,MO,5269,1840009477
Cottleville,38.7511,-90.6587,MO,5253,1840007427
Waynesville,37.8207,-92.22,MO,5230,1840010846
Richmond,39.2755,-93.9731,MO,5176,1840009600
Scott City,37.2243,-89.536,MO,5136,1840009923
Peculiar,38.7306,-94.4736,MO,5118,1840009785
Odessa,38.9988,-93.9665,MO,5100,1840008526
Park Hills,37.8211,-90.505,MO,8557,1840009857
Parkville,39.2004,-94.7222,MO,6772,1840009590
Billings,45.7889,-108.5509,MT,120800,1840018496
Helena,46.5965,-112.0199,MT,50227,1840019820
Missoula,46.8685,-114.0095,MT,90218,1840019840
Great Falls,47.5022,-111.2995,MT,65624,1840019839
Bozeman,45.6828,-111.0549,MT,53949,1840018509
Kalispell,48.2156,-114.3261,MT,37024,1840018350
Butte,45.902,-112.6571,MT,30628,1840032850
Belgrade,45.7796,-111.1751,MT,15975,1840018508
Havre,48.5427,-109.6804,MT,10148,1840019758
Miles City,46.4059,-105.8385,MT,9686,1840019878
Livingston,45.6665,-110.5538,MT,8735,1840019906
Laurel,45.6734,-108.7707,MT,8596,1840019900
Evergreen,48.2308,-114.27,MT,7552,1840017297
Whitefish,48.4333,-114.3593,MT,7540,1840021047
Helena Valley Southeast,46.6175,-111.9186,MT,7517,1840074075
Lockwood,45.8199,-108.4072,MT,7503,1840018492
Columbia Falls,48.3708,-114.1903,MT,6886,1840018351
Hamilton,46.2527,-114.1598,MT,6722,1840019896
Glendive,47.1102,-104.7069,MT,6719,1840019824
Sidney,47.7152,-104.168,MT,6628,1840021085
Lewistown,47.0514,-109.4525,MT,6108,1840019823
Orchard Homes,46.856,-114.0777,MT,5588,1840032750
Polson,47.6886,-114.1411,MT,5174,1840019802
Helena Valley West Central,46.6634,-112.0605,MT,8622,1840074081
Anaconda,46.0607,-113.0679,MT,6043,1840074775
Omaha,41.2628,-96.0498,NE,827786,1840009315
Lincoln,40.8088,-96.6796,NE,285118,1840009357
Bellevue,41.1536,-95.9357,NE,53424,1840007142
Grand Island,40.9214,-98.3584,NE,53424,1840000956
Kearney,40.7008,-99.0847,NE,34386,1840000957
Fremont,41.4396,-96.4879,NE,27533,1840003346
Norfolk,42.0328,-97.4209,NE,27016,1840008136
Scottsbluff,41.8684,-103.6619,NE,25662,1840009197
Hastings,40.5963,-98.3914,NE,24391,1840001130
North Platte,41.1266,-100.764,NE,24352,1840008251
Columbus,41.4361,-97.3561,NE,23123,1840003345
Papillion,41.1516,-96.0679,NE,19539,1840009328
La Vista,41.1816,-96.0665,NE,17116,1840008263
South Sioux City,42.4627,-96.4126,NE,12911,1840009129
Beatrice,40.2738,-96.7455,NE,12242,1840001352
Chalco,41.1817,-96.1353,NE,11209,1840005176
Lexington,40.778,-99.7462,NE,10252,1840008285
Gering,41.8275,-103.6649,NE,8319,1840008139
Alliance,42.1025,-102.8766,NE,8158,1840006975
Blair,41.5417,-96.1361,NE,7943,1840007094
York,40.8698,-97.5943,NE,7726,1840010328
McCook,40.2046,-100.6213,NE,7407,1840008369
Ralston,41.2005,-96.0354,NE,7333,1840009316
Crete,40.6255,-96.9575,NE,7148,1840007215
Nebraska City,40.6762,-95.8613,NE,7089,1840008324
Seward,40.9094,-97.0962,NE,6843,1840009356
Plattsmouth,41.0053,-95.894,NE,6544,1840009355
Schuyler,41.4497,-97.0619,NE,6256,1840009252
Sidney,41.134,-102.9681,NE,6244,1840009309
Wayne,42.2379,-97.0101,NE,5394,1840010121
Chadron,42.826,-103.0025,NE,5324,1840006893
Holdrege,40.4394,-99.3774,NE,5286,1840001131
Offutt AFB,41.1207,-95.921,NE,5142,1840073770
Gretna,41.1319,-96.2447,NE,5062,1840007143
Las Vegas,36.2333,-115.2654,NV,2073045,1840020364
Reno,39.5497,-119.8483,NV,433271,1840020121
Henderson,36.0146,-115.0362,NV,302539,1840020361
North Las Vegas,36.288,-115.0901,NV,242975,1840020363
Paradise,36.0807,-115.1369,NV,231858,1840033743
Spring Valley,36.0987,-115.2619,NV,195646,1840033832
Sunrise Manor,36.1785,-115.049,NV,193854,1840033833
Enterprise,36.0163,-115.2207,NV,155773,1840033827
Sparks,39.5729,-119.7157,NV,100888,1840021337
Carson City,39.1511,-119.7474,NV,57525,1840003826
Whitney,36.1005,-115.038,NV,43955,1840033834
Winchester,36.1368,-115.1299,NV,28130,1840033770
Pahrump,36.2411,-116.0176,NV,35812,1840018821
Summerlin South,36.1242,-115.3324,NV,26059,1840074790
Elko,40.8387,-115.7674,NV,21178,1840020120
Sun Valley,39.6106,-119.7765,NV,21101,1840018711
Fernley,39.5611,-119.1926,NV,19464,1840020214
Mesquite,36.8035,-114.1325,NV,17337,1840020362
Spanish Springs,39.6567,-119.6695,NV,16458,1840033826
Fallon,39.4738,-118.7781,NV,15867,1840020191
Boulder City,35.8407,-114.9257,NV,14741,1840019028
Spring Creek,40.7387,-115.5972,NV,13482,1840018704
Gardnerville Ranchos,38.8872,-119.7426,NV,11103,1840033828
Winnemucca,40.9645,-117.7247,NV,10811,1840021334
Cold Springs,39.6927,-119.9775,NV,9184,1840033824
Gardnerville,38.939,-119.7369,NV,6034,1840017563
West Wendover,40.7407,-114.0783,NV,5236,1840021336
Dayton,39.258,-119.5677,NV,9305,1840018796
Incline Village,39.2639,-119.9453,NV,8795,1840033809
Laughlin,35.1316,-114.689,NV,7758,1840017689
Moapa Valley,36.6078,-114.4566,NV,6840,1840033831
Johnson Lane,39.0489,-119.7245,NV,6134,1840033830
Indian Hills,39.0894,-119.7977,NV,5911,1840033829
Nashua,42.7491,-71.491,NH,231262,1840002984
Manchester,42.9848,-71.4447,NH,160742,1840002983
Concord,43.2305,-71.5595,NH,42935,1840002747
Portsmouth,43.058,-70.7826,NH,92513,1840002932
Dover,43.1887,-70.8845,NH,92234,1840002808
Derry,42.8888,-71.2804,NH,33312,1840054793
Rochester,43.299,-70.9787,NH,30797,1840002809
Salem,42.7902,-71.2203,NH,28951,1840055510
Lebanon,43.6353,-72.2531,NH,26414,1840002192
Merrimack,42.8547,-71.5188,NH,25566,1840080351
Londonderry,42.8796,-71.3873,NH,25114,1840055138
Hudson,42.7639,-71.4072,NH,24858,1840055034
Keene,42.9494,-72.2997,NH,22068,1840003050
Bedford,42.9407,-71.5302,NH,22019,1840054623
Laconia,43.5724,-71.4775,NH,19234,1840002683
Goffstown,43.019,-71.5681,NH,17899,1840054900
Durham,43.1174,-70.9195,NH,16148,1840054805
Hampton,42.9391,-70.837,NH,15322,1840054955
Milford,42.8178,-71.6736,NH,15288,1840055182
Exeter,42.9901,-70.9646,NH,14734,1840054838
Windham,42.8076,-71.2995,NH,14344,1840055881
Hooksett,43.0709,-71.4365,NH,13987,1840055022
Pelham,42.7336,-71.324,NH,13323,1840055379
Somersworth,43.2534,-70.8856,NH,11900,1840002810
Hanover,43.7155,-72.1911,NH,11428,1840054971
Berlin,44.4869,-71.2599,NH,11351,1840002100
Amherst,42.8705,-71.6068,NH,11241,1840054510
Raymond,43.0322,-71.1994,NH,10324,1840055480
Conway,44.0085,-71.0719,NH,10021,1840054762
Newmarket,43.0691,-70.9516,NH,8977,1840055265
Seabrook,42.887,-70.8612,NH,8834,1840055531
Hampstead,42.8821,-71.171,NH,8601,1840054954
Litchfield,42.843,-71.455,NH,8424,1840055112
Plaistow,42.8403,-71.096,NH,7642,1840055411
Atkinson,42.837,-71.1605,NH,6839,1840054547
South Hooksett,43.0337,-71.4256,NH,5927,1840002803
Suncook,43.1382,-71.4529,NH,5272,1840002804
Pinardville,43.001,-71.5171,NH,5142,1840002991
Franklin,43.4499,-71.6691,NH,9721,1840002748
Claremont,43.379,-72.3368,NH,9330,1840002805
Weare,43.0813,-71.7219,NH,8921,1840055744
Barrington,43.2139,-71.0424,NH,8841,1840018720
Hollis,42.7494,-71.5834,NH,7779,1840055019
Bow,43.1308,-71.5307,NH,7692,1840080248
Stratham,43.0158,-70.9005,NH,7372,1840055601
Belmont,43.4685,-71.4757,NH,7275,1840054639
Swanzey,42.8625,-72.2961,NH,7169,1840055665
Pembroke,43.1803,-71.45,NH,7137,1840055381
Gilford,43.5581,-71.385,NH,7111,1840054887
Epping,43.0501,-71.0747,NH,6861,1840054819
Farmington,43.3629,-71.076,NH,6834,1840054843
Plymouth,43.7437,-71.7224,NH,6690,1840055417
Peterborough,42.8905,-71.9394,NH,6450,1840055383
Newport,43.3649,-72.2001,NH,6385,1840055268
Meredith,43.6301,-71.5018,NH,6334,1840055178
Sandown,42.9332,-71.1833,NH,6279,1840055523
Wolfeboro,43.6117,-71.1705,NH,6235,1840055884
Kingston,42.9156,-71.0665,NH,6141,1840055052
Rindge,42.7523,-72.0107,NH,6005,1840055492
Hillsborough,43.1489,-71.9469,NH,5956,1840080319
Littleton,44.3322,-71.8097,NH,5911,1840055127
Hopkinton,43.1979,-71.6968,NH,5614,1840055031
New Boston,42.9774,-71.686,NH,5503,1840055220
Loudon,43.321,-71.4413,NH,5403,1840055143
Rye,43.0141,-70.7607,NH,5401,1840055509
Jaffrey,42.8292,-72.0596,NH,5314,1840055042
Auburn,42.9906,-71.3438,NH,5293,1840054548
Alton,43.4906,-71.2462,NH,5267,1840054507
New Ipswich,42.7489,-71.8747,NH,5206,1840055249
Brookline,42.7464,-71.6705,NH,5190,1840054705
Charlestown,43.2469,-72.3939,NH,5008,1840054717
Wakefield,43.5916,-71.0098,NH,5007,1840055706
Trenton,40.2236,-74.7641,NJ,296869,1840001383
Newark,40.7245,-74.1725,NJ,285154,1840002791
Jersey City,40.7161,-74.0683,NJ,270753,1840003600
Atlantic City,39.3797,-74.4527,NJ,241363,1840003798
Paterson,40.9147,-74.1624,NJ,148678,1840000838
Elizabeth,40.6657,-74.1912,NJ,130215,1840003613
Edison,40.536,-74.3697,NJ,102304,1840081696
Woodbridge,40.5611,-74.2943,NJ,101639,1840081695
Clifton,40.8631,-74.1575,NJ,86607,1840003511
Camden,39.9362,-75.1073,NJ,74532,1840001507
Passaic,40.8574,-74.1282,NJ,71247,1840000837
Union City,40.7674,-74.0323,NJ,70387,1840001034
Bayonne,40.6661,-74.1142,NJ,67186,1840003595
East Orange,40.7651,-74.2117,NJ,65378,1840002792
North Bergen,40.7938,-74.0241,NJ,63438,1840081753
Union,40.6953,-74.2697,NJ,58499,1840056367
New Brunswick,40.487,-74.445,NJ,57073,1840001339
Hoboken,40.7451,-74.0279,NJ,55131,1840003599
Irvington,40.7243,-74.2317,NJ,54715,1840080906
West New York,40.7856,-74.0093,NJ,54227,1840001035
Perth Amboy,40.5203,-74.2724,NJ,52823,1840001340
Plainfield,40.6154,-74.4157,NJ,51327,1840001090
Bloomfield,40.8098,-74.1868,NJ,48892,1840131592
Hackensack,40.889,-74.0461,NJ,45248,1840003556
Teaneck,40.89,-74.0107,NJ,40977,1840081757
Montclair,40.8254,-74.211,NJ,38572,1840131597
Fort Lee,40.8509,-73.9712,NJ,37907,1840003552
Belleville,40.795,-74.1616,NJ,36383,1840131591
Fair Lawn,40.9359,-74.1177,NJ,33710,1840003548
Garfield,40.8791,-74.1085,NJ,32393,1840003554
Long Branch,40.2965,-73.9915,NJ,30762,1840003673
City of Orange,40.7682,-74.2348,NJ,30731,1840131615
Rahway,40.6077,-74.2807,NJ,30131,1840001091
Englewood,40.8917,-73.9736,NJ,29112,1840003546
Nutley,40.8192,-74.1571,NJ,28829,1840131593
Bergenfield,40.9236,-73.9982,NJ,27927,1840000893
Cliffside Park,40.8221,-73.988,NJ,25142,1840003537
Lodi,40.8784,-74.0814,NJ,24961,1840003535
Maplewood,40.733,-74.2711,NJ,24706,1840081750
Carteret,40.5848,-74.2284,NJ,24084,1840001331
Hillside,40.6961,-74.2286,NJ,22069,1840081741
North Plainfield,40.6209,-74.4386,NJ,22060,1840001059
Roselle,40.6527,-74.2599,NJ,21976,1840001092
Palisades Park,40.8472,-73.9967,NJ,20988,1840000915
Elmwood Park,40.905,-74.1201,NJ,20429,1840003544
Iselin,40.5702,-74.317,NJ,19422,1840005418
Hawthorne,40.9579,-74.1581,NJ,19101,1840003513
Morristown,40.7966,-74.4772,NJ,19037,1840003577
Avenel,40.5839,-74.272,NJ,18846,1840005410
Rutherford,40.8203,-74.1057,NJ,18782,1840000902
Point Pleasant,40.0772,-74.0702,NJ,18651,1840001485
Dover,40.8859,-74.5597,NJ,18232,1840003581
Dumont,40.9452,-73.9923,NJ,17998,1840003541
Harrison,40.7431,-74.1531,NJ,17643,1840003598
New Milford,40.9337,-74.0196,NJ,16868,1840000908
South Orange Village,40.7491,-74.2602,NJ,16503,1840081372
South River,40.4455,-74.3783,NJ,16349,1840001335
North Arlington,40.7875,-74.1273,NJ,16009,1840000909
Fords,40.5415,-74.3124,NJ,15915,1840005409
Asbury Park,40.2226,-74.0117,NJ,15767,1840003684
Franklin Park,40.4439,-74.5432,NJ,15090,1840039889
Haddon,39.9063,-75.0625,NJ,14612,1840081686
Fairview,40.8182,-74.0022,NJ,14537,1840003549
Little Falls,40.8762,-74.218,NJ,14524,1840081807
Weehawken,40.7676,-74.0167,NJ,14268,1840081754
Highland Park,40.5006,-74.4283,NJ,14164,1840003636
Saddle Brook,40.9033,-74.0955,NJ,14076,1840081802
Collingswood,39.9161,-75.0759,NJ,14027,1840016611
Roselle Park,40.6653,-74.2666,NJ,13821,1840001093
Princeton Meadows,40.3333,-74.5628,NJ,13692,1840033474
Ridgefield Park,40.8543,-74.0201,NJ,13154,1840000898
Somerville,40.5697,-74.6092,NJ,12418,1840001056
Edgewater,40.8238,-73.9739,NJ,12368,1840003543
Hasbrouck Heights,40.8618,-74.0741,NJ,12277,1840003558
Red Bank,40.3481,-74.0672,NJ,12150,1840001358
Freehold,40.2596,-74.2755,NJ,11894,1840003687
Wallington,40.8535,-74.1069,NJ,11781,1840000922
River Edge,40.9268,-74.0387,NJ,11724,1840000900
Guttenberg,40.7927,-74.0048,NJ,11695,1840003597
Little Ferry,40.8463,-74.0388,NJ,11000,1840003534
Bound Brook,40.5676,-74.5383,NJ,10468,1840001053
Ventnor City,39.3457,-74.486,NJ,10239,1840001539
Maywood,40.9025,-74.0634,NJ,9860,1840003536
Keansburg,40.4469,-74.1316,NJ,9806,1840003690
Brookdale,40.8348,-74.1798,NJ,9575,1840024254
Leonia,40.8638,-73.9899,NJ,9262,1840000904
Wood-Ridge,40.8507,-74.0878,NJ,9018,1840000925
South Amboy,40.4852,-74.2831,NJ,8857,1840001333
Audubon,39.8906,-75.0722,NJ,8733,1840003775
Bogota,40.8751,-74.0293,NJ,8567,1840000894
Haledon,40.9363,-74.1887,NJ,8463,1840003512
Caldwell,40.839,-74.2776,NJ,8085,1840005354
Riverside,40.0358,-74.9564,NJ,7969,1840081629
Fanwood,40.6417,-74.3857,NJ,7808,1840003614
Glen Ridge,40.8041,-74.2043,NJ,7704,1840005356
Dunellen,40.5903,-74.4656,NJ,7407,1840003634
Twin Rivers,40.263,-74.4917,NJ,7286,1840005474
East Franklin,40.4933,-74.4711,NJ,7233,1840039869
Kingston Estates,39.9188,-74.9898,NJ,6305,1840033314
Jamesburg,40.3494,-74.44,NJ,6068,1840003637
Prospect Park,40.938,-74.1736,NJ,5964,1840000834
Belmar,40.1798,-74.0255,NJ,5682,1840001355
Rochelle Park,40.9069,-74.0791,NJ,5677,1840081801
Lakewood,40.0763,-74.2031,NJ,99467,1840081607
Vineland,39.4653,-74.9981,NJ,94734,1840001551
Toms River,39.9895,-74.1652,NJ,91415,1840081605
Hamilton,40.2046,-74.6765,NJ,89206,1840056346
Brick,40.06,-74.1098,NJ,75118,1840081606
Cherry Hill,39.9034,-74.9947,NJ,71204,1840081685
Old Bridge,40.4004,-74.3126,NJ,66880,1840081688
Middletown,40.3897,-74.0813,NJ,65952,1840081835
Gloucester,39.7924,-75.0363,NJ,64034,1840081684
Piscataway,40.5467,-74.4636,NJ,57695,1840081697
Jackson,40.098,-74.3579,NJ,56501,1840081610
Wayne,40.9481,-74.2453,NJ,55154,1840081808
Parsippany-Troy Hills,40.8601,-74.4238,NJ,53444,1840081736
Howell,40.1819,-74.1977,NJ,52076,1840081644
East Brunswick,40.4281,-74.4179,NJ,48673,1840081693
West Orange,40.7893,-74.2627,NJ,47609,1840131596
South Brunswick,40.384,-74.5256,NJ,45602,1840081692
Evesham,39.8605,-74.8947,NJ,45489,1840081613
Bridgewater,40.5934,-74.6076,NJ,45336,1840081701
Sayreville,40.4656,-74.3237,NJ,45325,1840001332
Monroe,40.3191,-74.4286,NJ,43796,1840056354
Egg Harbor,39.3787,-74.6102,NJ,43651,1840081582
Manchester,39.9651,-74.3738,NJ,43418,1840081608
Linden,40.6251,-74.2381,NJ,43056,1840001094
Kearny,40.7528,-74.1202,NJ,42670,1840003601
North Brunswick,40.4505,-74.4798,NJ,42591,1840081694
Mount Laurel,39.9484,-74.9047,NJ,41795,1840081624
Berkeley,39.9149,-74.1912,NJ,41676,1840081604
Marlboro,40.3427,-74.2567,NJ,40466,1840081649
Manalapan,40.28,-74.3436,NJ,40096,1840081648
Hillsborough,40.4985,-74.674,NJ,39712,1840081699
Winslow,39.7027,-74.9029,NJ,39317,1840081680
Galloway,39.4914,-74.4802,NJ,37029,1840081583
Ewing,40.265,-74.8005,NJ,36437,1840081658
Pennsauken,39.9649,-75.0563,NJ,35863,1840081687
Bridgeton,39.4286,-75.2281,NJ,33856,1840016610
Franklin,41.1101,-74.5886,NJ,33532,1840003480
Lawrence,40.2954,-74.7205,NJ,33288,1840056345
Princeton,40.3563,-74.6693,NJ,31822,1840001381
Willingboro,40.028,-74.8882,NJ,31568,1840081630
Deptford,39.8157,-75.1181,NJ,30556,1840081679
Westfield,40.6515,-74.3433,NJ,30433,1840001096
Livingston,40.7855,-74.3291,NJ,29955,1840081749
Voorhees,39.845,-74.955,NJ,29386,1840081683
Mount Olive,40.8662,-74.7426,NJ,29010,1840081727
Lacey,39.8564,-74.2624,NJ,28444,1840081603
West Windsor,40.2897,-74.6267,NJ,28289,1840081655
Millville,39.3903,-75.0561,NJ,27918,1840001550
Neptune,40.2105,-74.0538,NJ,27728,1840081642
East Windsor,40.2606,-74.5295,NJ,27675,1840081654
Paramus,40.9455,-74.0712,NJ,27032,1840000916
Bernards,40.6761,-74.5678,NJ,27032,1840081704
Stafford,39.7049,-74.2643,NJ,27012,1840081600
Ocean,40.252,-74.0392,NJ,27006,1840056382
West Milford,41.1062,-74.3913,NJ,26759,1840081809
Mahwah,41.0816,-74.1856,NJ,26581,1840081806
Wall,40.1674,-74.0974,NJ,26020,1840081643
Randolph,40.8434,-74.5818,NJ,25918,1840081731
Ridgewood,40.9821,-74.1128,NJ,25692,1840000899
Somerset,40.5083,-74.501,NJ,24779,1840005375
South Plainfield,40.5748,-74.4153,NJ,24435,1840001334
Scotch Plains,40.6332,-74.3739,NJ,24339,1840081747
Cranford,40.6564,-74.3036,NJ,23972,1840081744
Plainsboro,40.3377,-74.5879,NJ,23487,1840081691
Roxbury,40.8822,-74.6522,NJ,23458,1840081733
Medford,39.8639,-74.8231,NJ,23353,1840081614
Montgomery,40.426,-74.6791,NJ,23059,1840081698
Vernon,41.1973,-74.4859,NJ,22572,1840081777
Morris,40.796,-74.4945,NJ,22498,1840081723
Summit,40.7154,-74.3647,NJ,22323,1840000999
Barnegat,39.7666,-74.2773,NJ,22141,1840081601
Lower,38.9819,-74.9088,NJ,22051,1840081575
Lyndhurst,40.7964,-74.1099,NJ,21937,1840081755
Montville,40.9135,-74.3594,NJ,21739,1840081737
Jefferson,41.0003,-74.5531,NJ,21440,1840081740
West Deptford,39.8431,-75.1851,NJ,21348,1840081678
Pleasantville,39.39,-74.5169,NJ,20732,1840001535
Little Egg Harbor,39.5969,-74.3454,NJ,20695,1840081598
Moorestown,39.9784,-74.9413,NJ,20568,1840081626
Millburn,40.7394,-74.324,NJ,20387,1840081751
Secaucus,40.781,-74.0659,NJ,20215,1840001033
Hazlet,40.4265,-74.1711,NJ,20082,1840081651
Glassboro,39.7014,-75.1113,NJ,20011,1840003789
Sparta,41.0486,-74.6264,NJ,19053,1840081784
Maple Shade,39.952,-74.995,NJ,18940,1840081625
Middle,39.0851,-74.8336,NJ,18623,1840081576
Aberdeen,40.4165,-74.2249,NJ,18372,1840081652
Tinton Falls,40.2708,-74.0948,NJ,17789,1840001368
Springfield,40.6994,-74.3254,NJ,17528,1840056368
Colonia,40.5929,-74.3151,NJ,17486,1840005411
Lindenwold,39.8172,-74.9898,NJ,17471,1840000730
Wyckoff,40.9989,-74.1676,NJ,17231,1840081803
Denville,40.8889,-74.4893,NJ,16822,1840081734
Delran,40.017,-74.9495,NJ,16747,1840081628
Holmdel,40.3768,-74.1725,NJ,16648,1840081650
Cinnaminson,40.0008,-74.993,NJ,16528,1840081627
Ocean Acres,39.743,-74.2804,NJ,16227,1840033483
Madison,40.7586,-74.417,NJ,16033,1840003574
Warren,40.6323,-74.5146,NJ,15998,1840081703
Readington,40.5821,-74.7796,NJ,15962,1840081708
Clark,40.6203,-74.3135,NJ,15607,1840081746
Washington,40.7587,-74.9825,NJ,15533,1840000945
Pequannock,40.9627,-74.3041,NJ,15499,1840081738
Ramsey,41.0595,-74.1454,NJ,15242,1840000896
Williamstown,39.6874,-74.9786,NJ,15191,1840016785
Mantua,39.7618,-75.1686,NJ,15110,1840081677
Tenafly,40.9175,-73.9531,NJ,14900,1840000918
Bradley Gardens,40.5711,-74.6678,NJ,14772,1840033232
Branchburg,40.5629,-74.714,NJ,14683,1840081705
Phillipsburg,40.6895,-75.1821,NJ,14459,1840000944
Hanover,40.8197,-74.4287,NJ,14436,1840081717
Metuchen,40.5424,-74.3628,NJ,14349,1840003633
Hopatcong,40.9541,-74.6593,NJ,14298,1840003482
Robbinsville,40.222,-74.591,NJ,14281,1840081653
Moorestown-Lenola,39.9659,-74.9643,NJ,14189,1840035113
Cherry Hill Mall,39.9384,-75.0117,NJ,14017,1840033469
Springdale,39.8769,-74.9723,NJ,13916,1840133731
Middlesex,40.5744,-74.5011,NJ,13867,1840001337
West Freehold,40.2324,-74.2943,NJ,13703,1840005454
Verona,40.8323,-74.243,NJ,13585,1840131594
Berkeley Heights,40.6764,-74.4244,NJ,13576,1840081748
New Providence,40.6996,-74.4034,NJ,13308,1840001095
Oakland,41.0314,-74.2408,NJ,13224,1840000912
Mercerville,40.236,-74.6916,NJ,13154,1840033344
Short Hills,40.7389,-74.3278,NJ,13092,1840033408
Hamilton Square,40.2248,-74.6525,NJ,12877,1840024324
Woodland Park,40.8905,-74.1945,NJ,12834,1840056421
Hammonton,39.6572,-74.7678,NJ,12776,1840003800
Pennsville,39.6266,-75.5089,NJ,12742,1840081664
Florence,40.0978,-74.7886,NJ,12645,1840081638
Cedar Grove,40.8565,-74.2287,NJ,12638,1840081752
Ringwood,41.1064,-74.2749,NJ,12454,1840000835
Lumberton,39.9569,-74.8035,NJ,12390,1840081622
Eatontown,40.2913,-74.0558,NJ,12376,1840003679
Holiday City-Berkeley,39.9639,-74.2787,NJ,12242,1840073689
Woolwich,39.7401,-75.317,NJ,12172,1840081674
